CrashID,RdCharacte,RdClass,RdConditio,RdConfig,RdDefects,RdFeature,RdSurface,Region,RuralUrban,SpeedLimit,TraffCntrl,Weather,Workzone,Latitude,LightCond,Locality,Longitude
101878313,Straight - Level,Local Street,Dry,"Two-Way, Divided, Unprotected Median",None,No Special Feature,Smooth Asphalt,Piedmont,Urban,30 - 35  MPH,No Control Present,Clear,No,36.03949,Daylight,Urban (>70% Developed),-78.883896
101885911,Straight - Grade,Local Street,Dry,"Two-Way, Divided, Unprotected Median",None,Four-Way Intersection,Smooth Asphalt,Piedmont,Urban,30 - 35  MPH,Stop And Go Signal,Clear,No,35.751118,Daylight,Urban (>70% Developed),-78.7828
101886055,Straight - Level,Public Vehicular Area,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,Piedmont,Urban,20 - 25  MPH,No Control Present,Cloudy,No,35.084732,Dusk,Urban (>70% Developed),-80.69782
101890155,Straight - Grade,Local Street,Dry,"Two-Way, Not Divided",None,Four-Way Intersection,Smooth Asphalt,Piedmont,Urban,30 - 35  MPH,No Control Present,Cloudy,No,35.6844,Daylight,Urban (>70% Developed),-80.47932
101899756,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,No Special Feature,Coarse Asphalt,Coastal,Urban,30 - 35  MPH,"Double Yellow Line, No Passing Zone",Clear,No,34.999428,Daylight,Urban (>70% Developed),-78.90445
101900655,Straight - Grade,Local Street,Dry,"Two-Way, Not Divided",None,Four-Way Intersection,Smooth Asphalt,Piedmont,Urban,30 - 35  MPH,Stop And Go Signal,Clear,No,35.666668,Daylight,Urban (>70% Developed),-80.47759
101905904,Straight - Level,State Secondary Route,Dry,"Two-Way, Not Divided",None,No Special Feature,Coarse Asphalt,Piedmont,Rural,50 - 55  MPH,"Double Yellow Line, No Passing Zone",Cloudy,No,35.839287,Dark - Roadway Not Lighted,Rural (<30% Developed),-79.59008
101906964,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,Coastal,Rural,20 - 25  MPH,Stop Sign,Clear,No,34.717346,Daylight,Urban (>70% Developed),-76.65675
101907449,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,No Special Feature,Coarse Asphalt,Mountains,Urban,Unknown,No Control Present,Cloudy,No,35.890682,Daylight,Urban (>70% Developed),-81.57649
101916355,Straight - Grade,Local Street,Dry,"Two-Way, Not Divided",Unknown,No Special Feature,Smooth Asphalt,Piedmont,Urban,30 - 35  MPH,No Control Present,Clear,No,36.512688,Daylight,Urban (>70% Developed),-79.75971
101919887,Straight - Level,State Secondary Route,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,Piedmont,Urban,30 - 35  MPH,No Control Present,Clear,No,35.79067,Dark - Lighted Roadway,Urban (>70% Developed),-78.77092
101927990,Straight - Level,Local Street,Dry,"Two-Way, Divided, Unprotected Median",None,No Special Feature,Coarse Asphalt,Piedmont,Urban,40 - 45  MPH,No Control Present,Clear,No,35.854084,Dark - Lighted Roadway,Urban (>70% Developed),-78.580986
101928787,Straight - Level,US Route,Dry,"Two-Way, Divided, Unprotected Median",None,Four-Way Intersection,Smooth Asphalt,Coastal,Rural,50 - 55  MPH,Stop Sign,Clear,No,35.4828,Dark - Roadway Not Lighted,Rural (<30% Developed),-78.2452
101928988,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,No Special Feature,Concrete,Piedmont,Urban,30 - 35  MPH,"Double Yellow Line, No Passing Zone",Clear,No,35.491177,Daylight,Urban (>70% Developed),-80.83144
101930312,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,Coastal,Urban,20 - 25  MPH,No Control Present,Clear,No,35.50502,Daylight,Urban (>70% Developed),-78.351204
101930314,Straight - Level,US Route,Wet,"Two-Way, Divided, Unprotected Median",None,No Special Feature,Coarse Asphalt,Coastal,Urban,30 - 35  MPH,No Control Present,Rain,No,35.492355,Daylight,Mixed (30% To 70% Developed),-78.35791
101930856,Straight - Level,Public Vehicular Area,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,Piedmont,Rural,50 - 55  MPH,No Control Present,Clear,No,36.01364,Daylight,Urban (>70% Developed),-80.4382
101931057,Straight - Level,State Secondary Route,Wet,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,Coastal,Rural,50 - 55  MPH,No Control Present,Cloudy,No,34.71112,Dark - Roadway Not Lighted,Rural (<30% Developed),-79.02516
101931441,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,Piedmont,Urban,20 - 25  MPH,No Control Present,Clear,No,36.002743,Daylight,Mixed (30% To 70% Developed),-78.8785
101932125,Straight - Level,Public Vehicular Area,Dry,"Two-Way, Not Divided",None,"Driveway, Public",Smooth Asphalt,Piedmont,Urban,Unknown,No Control Present,Clear,No,35.262295,Daylight,Urban (>70% Developed),-81.15347
101932468,Straight - Level,State Secondary Route,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,Coastal,Rural,40 - 45  MPH,No Control Present,Clear,No,34.792816,Dark - Roadway Not Lighted,Mixed (30% To 70% Developed),-76.88812
101932481,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,T-Intersection,Coarse Asphalt,Piedmont,Urban,30 - 35  MPH,No Control Present,Clear,No,36.12228,Daylight,Urban (>70% Developed),-80.23296
101933243,Straight - Grade,Local Street,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,Piedmont,Urban,30 - 35  MPH,No Control Present,Clear,No,36.07042,Dark - Lighted Roadway,Urban (>70% Developed),-79.49479
101934014,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,Four-Way Intersection,Smooth Asphalt,Piedmont,Urban,30 - 35  MPH,Stop And Go Signal,Clear,No,36.089798,Daylight,Urban (>70% Developed),-79.84083
101934242,Straight - Bottom,State Secondary Route,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,Piedmont,Rural,30 - 35  MPH,No Control Present,Clear,No,35.515663,Dusk,Rural (<30% Developed),-81.20707
101934282,Straight - Grade,NC Route,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,Piedmont,Rural,40 - 45  MPH,"Double Yellow Line, No Passing Zone",Clear,No,35.80795,Dusk,Rural (<30% Developed),-80.94646
101934837,Straight - Level,State Secondary Route,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,Piedmont,Urban,50 - 55  MPH,"Double Yellow Line, No Passing Zone",Clear,No,36.094707,Daylight,Rural (<30% Developed),-80.451485
101934858,Straight - Level,State Secondary Route,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,Piedmont,Rural,40 - 45  MPH,No Control Present,Clear,No,35.938232,Daylight,Rural (<30% Developed),-79.1048
101935110,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,Piedmont,Urban,40 - 45  MPH,No Control Present,Clear,No,35.17583,Daylight,Urban (>70% Developed),-80.71236
101936110,Straight - Level,Local Street,Dry,"Two-Way, Divided, Unprotected Median",None,Four-Way Intersection,Smooth Asphalt,Coastal,Urban,40 - 45  MPH,Stop And Go Signal,Clear,No,35.612984,Dark - Lighted Roadway,Urban (>70% Developed),-77.39265
101937130,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,Piedmont,Urban,40 - 45  MPH,Stop And Go Signal,Clear,No,35.245506,Daylight,Urban (>70% Developed),-80.8931
101937241,Straight - Grade,Local Street,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,Piedmont,Urban,20 - 25  MPH,No Control Present,Clear,No,36.08168,Dark - Lighted Roadway,Urban (>70% Developed),-80.22822
101937416,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,Coastal,Urban,40 - 45  MPH,No Control Present,Clear,No,34.209282,Daylight,Urban (>70% Developed),-77.8869
101937644,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,Four-Way Intersection,Smooth Asphalt,Coastal,Rural,30 - 35  MPH,Stop Sign,Clear,No,35.595676,Daylight,Mixed (30% To 70% Developed),-77.59074
101938218,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,No Special Feature,Coarse Asphalt,Coastal,Urban,20 - 25  MPH,No Control Present,Clear,No,35.045383,Daylight,Urban (>70% Developed),-78.95343
101938786,Straight - Level,NC Route,Dry,"Two-Way, Divided, Unprotected Median",None,Four-Way Intersection,Smooth Asphalt,Piedmont,Urban,40 - 45  MPH,Stop And Go Signal,Cloudy,No,35.076767,Dark - Roadway Not Lighted,Urban (>70% Developed),-80.7728
101939056,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,Piedmont,Urban,30 - 35  MPH,No Control Present,Clear,No,35.99294,Daylight,Urban (>70% Developed),-78.870125
101939071,Straight - Grade,Local Street,Dry,"Two-Way, Not Divided",None,Four-Way Intersection,Coarse Asphalt,Piedmont,Urban,30 - 35  MPH,Stop Sign,Clear,No,35.991573,Dark - Roadway Not Lighted,Urban (>70% Developed),-78.874756
101939090,Straight - Grade,Local Street,Dry,Unknown,None,No Special Feature,Smooth Asphalt,Piedmont,Urban,Unknown,No Control Present,Clear,No,35.235817,Daylight,Urban (>70% Developed),-80.8049
101940846,Straight - Level,State Secondary Route,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,Coastal,Rural,50 - 55  MPH,No Control Present,Clear,No,35.615498,Dark - Roadway Not Lighted,Rural (<30% Developed),-77.5762
101940857,Straight - Level,US Route,Dry,"Two-Way, Divided, Unprotected Median",None,T-Intersection,Coarse Asphalt,Coastal,Rural,50 - 55  MPH,Stop Sign,Clear,No,35.62566,Daylight,Rural (<30% Developed),-77.29887
101941069,Straight - Level,US Route,Dry,"Two-Way, Divided, Positive Median Barrier",None,No Special Feature,Smooth Asphalt,Mountains,Rural,60 - 75 MPH,No Control Present,Clear,No,35.246716,Daylight,Rural (<30% Developed),-81.42572
101941148,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,Mountains,Urban,20 - 25  MPH,No Control Present,Clear,No,35.617664,Dark - Lighted Roadway,Urban (>70% Developed),-82.56375
101941442,Straight - Level,NC Route,Dry,"Two-Way, Divided, Unprotected Median",None,No Special Feature,Smooth Asphalt,Coastal,Urban,40 - 45  MPH,No Control Present,Clear,No,34.74369,Daylight,Urban (>70% Developed),-77.38374
101941786,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,Piedmont,Urban,20 - 25  MPH,Stop Sign,Clear,No,35.211964,Daylight,Urban (>70% Developed),-80.855385
101942732,Straight - Level,State Secondary Route,Wet,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,Coastal,Rural,50 - 55  MPH,"Double Yellow Line, No Passing Zone",Cloudy,No,34.70917,Dark - Roadway Not Lighted,Rural (<30% Developed),-79.13827
101943002,Straight - Level,Local Street,Wet,"Two-Way, Not Divided",None,Four-Way Intersection,Coarse Asphalt,Piedmont,Urban,30 - 35  MPH,Stop And Go Signal,Cloudy,No,35.814167,Daylight,Urban (>70% Developed),-80.264114
101944217,Straight - Grade,Local Street,Dry,"Two-Way, Not Divided",None,Four-Way Intersection,Smooth Asphalt,Piedmont,Urban,30 - 35  MPH,No Control Present,Clear,No,36.017002,Daylight,Urban (>70% Developed),-78.91431
101944233,Straight - Hillcrest,Local Street,Dry,"Two-Way, Not Divided",None,T-Intersection,Smooth Asphalt,Piedmont,Urban,5 - 15 MPH,Stop Sign,Clear,No,36.010605,Dark - Roadway Not Lighted,Urban (>70% Developed),-78.95482
101944338,Straight - Hillcrest,Local Street,Dry,"Two-Way, Not Divided",None,"Driveway, Public",Smooth Asphalt,Piedmont,Urban,20 - 25  MPH,Stop Sign,Clear,No,35.19999,Daylight,Urban (>70% Developed),-80.75713
101944564,Straight - Level,US Route,Dry,"Two-Way, Divided, Unprotected Median",None,No Special Feature,Smooth Asphalt,Coastal,Rural,50 - 55  MPH,No Control Present,Clear,No,34.128498,Dark - Roadway Not Lighted,Mixed (30% To 70% Developed),-77.89818
101944739,Straight - Level,Local Street,Dry,"Two-Way, Divided, Unprotected Median",None,No Special Feature,Smooth Asphalt,Piedmont,Urban,30 - 35  MPH,No Control Present,Clear,No,35.75079,Dark - Lighted Roadway,Urban (>70% Developed),-78.6696
101945121,Straight - Level,NC Route,Dry,"Two-Way, Not Divided",None,No Special Feature,Coarse Asphalt,Coastal,Rural,50 - 55  MPH,No Control Present,Clear,No,34.75681,Dark - Roadway Not Lighted,Mixed (30% To 70% Developed),-77.09396
101945860,Straight - Grade,Local Street,Dry,"Two-Way, Divided, Unprotected Median",None,On or Off Ramp,Smooth Asphalt,Piedmont,Urban,40 - 45  MPH,No Control Present,Clear,No,35.966644,Dark - Roadway Not Lighted,Urban (>70% Developed),-78.96749
101946576,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,Four-Way Intersection,Coarse Asphalt,Coastal,Urban,20 - 25  MPH,Stop Sign,Clear,No,35.253994,Dark - Roadway Not Lighted,Urban (>70% Developed),-77.574646
101946700,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,Four-Way Intersection,Smooth Asphalt,Piedmont,Urban,20 - 25  MPH,Stop And Go Signal,Clear,No,35.825985,Daylight,Urban (>70% Developed),-78.70492
101947174,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,Piedmont,Urban,30 - 35  MPH,Stop Sign,Clear,No,35.996304,Daylight,Urban (>70% Developed),-78.88007
101947678,Straight - Level,US Route,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,Coastal,Rural,50 - 55  MPH,No Control Present,Clear,No,34.94384,Daylight,Rural (<30% Developed),-77.23979
101947877,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,T-Intersection,Coarse Asphalt,Coastal,Urban,30 - 35  MPH,No Control Present,Clear,No,35.552254,Daylight,Urban (>70% Developed),-77.04171
101947973,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,Four-Way Intersection,Smooth Asphalt,Piedmont,Urban,20 - 25  MPH,Stop Sign,Clear,No,36.499874,Daylight,Urban (>70% Developed),-79.76945
101949052,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,T-Intersection,Smooth Asphalt,Coastal,Urban,20 - 25  MPH,No Control Present,Clear,No,35.09925,Daylight,Urban (>70% Developed),-78.877464
101952840,Curve - Grade,State Secondary Route,Dry,"Two-Way, Not Divided",None,"Driveway, Private",Smooth Asphalt,Piedmont,Rural,50 - 55  MPH,"Double Yellow Line, No Passing Zone",Clear,No,35.69932,Daylight,Rural (<30% Developed),-80.24638
101953229,Straight - Grade,Local Street,Dry,"Two-Way, Not Divided",None,Four-Way Intersection,Smooth Asphalt,Piedmont,Urban,Unknown,Stop Sign,Cloudy,No,36.003853,Daylight,Urban (>70% Developed),-78.89609
101954597,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,Mountains,Urban,30 - 35  MPH,Stop Sign,Clear,No,35.74463,Daylight,Mixed (30% To 70% Developed),-81.69225
101954647,Straight - Level,Public Vehicular Area,Dry,"Two-Way, Not Divided",None,"Driveway, Public",Smooth Asphalt,Coastal,Urban,30 - 35  MPH,No Control Present,Clear,No,34.882698,Daylight,Urban (>70% Developed),-76.91064
101954722,Straight - Grade,Public Vehicular Area,Dry,"Two-Way, Not Divided",None,"Driveway, Public",Coarse Asphalt,Piedmont,Urban,30 - 35  MPH,No Control Present,Clear,No,35.2754,Daylight,Urban (>70% Developed),-81.19957
101956574,Other,"Private Road, Driveway",Dry,"Two-Way, Not Divided",None,No Special Feature,Soil,Coastal,Rural,50 - 55  MPH,No Control Present,Clear,No,35.184418,Daylight,Rural (<30% Developed),-78.50205
101956609,Straight - Level,Local Street,Dry,"Two-Way, Divided, Positive Median Barrier",None,T-Intersection,Smooth Asphalt,Piedmont,Urban,30 - 35  MPH,Stop And Go Signal,Clear,No,35.946255,Daylight,Urban (>70% Developed),-78.5663
101958799,Straight - Level,NC Route,Dry,"Two-Way, Not Divided",None,Four-Way Intersection,Coarse Asphalt,Piedmont,Urban,30 - 35  MPH,Stop Sign,Clear,No,34.974567,Dark - Roadway Not Lighted,Urban (>70% Developed),-80.55748
101958811,Straight - Level,Local Street,Dry,"Two-Way, Divided, Unprotected Median",None,Four-Way Intersection,Smooth Asphalt,Piedmont,Urban,40 - 45  MPH,Stop And Go Signal,Clear,No,35.893036,Daylight,Urban (>70% Developed),-78.559326
101958996,Curve - Grade,State Secondary Route,Dry,"Two-Way, Divided, Unprotected Median",None,No Special Feature,Smooth Asphalt,Piedmont,Urban,30 - 35  MPH,No Control Present,Clear,No,35.767086,Daylight,Urban (>70% Developed),-78.767784
101959699,Straight - Level,Local Street,Wet,"Two-Way, Not Divided",Road Surface Condition,No Special Feature,Coarse Asphalt,Coastal,Urban,40 - 45  MPH,Stop And Go Signal,Rain,No,35.73195,Dark - Lighted Roadway,Urban (>70% Developed),-77.92268
101960382,Curve - Hillcrest,State Secondary Route,Dry,"Two-Way, Not Divided",None,"Driveway, Private",Coarse Asphalt,Piedmont,Rural,40 - 45  MPH,"Double Yellow Line, No Passing Zone",Clear,No,35.68361,Daylight,Rural (<30% Developed),-78.72344
101961795,Straight - Level,State Secondary Route,Dry,"Two-Way, Not Divided",None,No Special Feature,Coarse Asphalt,Coastal,Rural,50 - 55  MPH,No Control Present,Clear,No,34.642338,Dark - Roadway Not Lighted,Rural (<30% Developed),-79.20692
101962853,Straight - Level,US Route,Dry,"Two-Way, Not Divided",None,Four-Way Intersection,Smooth Asphalt,Mountains,Rural,30 - 35  MPH,Stop And Go Signal,Clear,No,36.420494,Daylight,Urban (>70% Developed),-81.47394
101963271,Straight - Level,Local Street,Dry,"Two-Way, Divided, Unprotected Median",None,No Special Feature,Smooth Asphalt,Piedmont,Urban,30 - 35  MPH,Stop Sign,Clear,No,35.18636,Dark - Lighted Roadway,Urban (>70% Developed),-80.89053
101964668,Straight - Level,State Secondary Route,Dry,"Two-Way, Not Divided",None,No Special Feature,Coarse Asphalt,Coastal,Rural,50 - 55  MPH,No Control Present,Clear,No,34.333782,Daylight,Rural (<30% Developed),-77.84164
101964874,Straight - Grade,Local Street,Dry,"Two-Way, Not Divided",None,Four-Way Intersection,Smooth Asphalt,Piedmont,Urban,30 - 35  MPH,Stop Sign,Clear,No,35.19815,Daylight,Urban (>70% Developed),-80.80796
101965439,Straight - Level,State Secondary Route,Dry,"Two-Way, Not Divided",None,T-Intersection,Smooth Asphalt,Piedmont,Urban,20 - 25  MPH,No Control Present,Clear,No,35.767788,Daylight,Urban (>70% Developed),-78.76549
101965799,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,Four-Way Intersection,Smooth Asphalt,Piedmont,Urban,20 - 25  MPH,No Control Present,Cloudy,No,35.769447,Daylight,Urban (>70% Developed),-78.782455
101965809,Curve - Grade,State Secondary Route,"Sand, Mud, Dirt, Gravel","Two-Way, Not Divided",None,Y-Intersection,Gravel,Mountains,Rural,50 - 55  MPH,No Control Present,Clear,No,35.654827,Daylight,Rural (<30% Developed),-82.24583
101965963,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,T-Intersection,Coarse Asphalt,Piedmont,Urban,30 - 35  MPH,No Control Present,Clear,No,35.855324,Dark - Lighted Roadway,Mixed (30% To 70% Developed),-78.711586
101967081,Straight - Grade,Local Street,Dry,"Two-Way, Not Divided",None,T-Intersection,Coarse Asphalt,Coastal,Urban,30 - 35  MPH,Stop Sign,Clear,No,35.988876,Daylight,Urban (>70% Developed),-77.796814
101967253,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,Piedmont,Urban,30 - 35  MPH,No Control Present,Clear,No,35.78753,Dusk,Urban (>70% Developed),-78.66699
101968099,Straight - Level,NC Route,Dry,"Two-Way, Not Divided",None,No Special Feature,Grooved Concrete,Piedmont,Urban,30 - 35  MPH,"Double Yellow Line, No Passing Zone",Clear,No,36.0626,Daylight,Mixed (30% To 70% Developed),-79.47011
101968160,Straight - Level,State Secondary Route,Dry,"Two-Way, Not Divided",None,No Special Feature,Coarse Asphalt,Coastal,Rural,50 - 55  MPH,"Double Yellow Line, No Passing Zone",Clear,No,34.450195,Daylight,Rural (<30% Developed),-78.917656
101968833,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,No Special Feature,Coarse Asphalt,Coastal,Urban,30 - 35  MPH,No Control Present,Clear,No,35.548317,Daylight,Urban (>70% Developed),-77.05077
101968854,Straight - Grade,US Route,Dry,"Two-Way, Not Divided",None,No Special Feature,Coarse Asphalt,Mountains,Urban,30 - 35  MPH,No Control Present,Clear,No,35.57517,Dark - Roadway Not Lighted,Urban (>70% Developed),-82.613594
101969102,Straight - Level,Local Street,Dry,"Two-Way, Divided, Unprotected Median",None,Four-Way Intersection,Smooth Asphalt,Coastal,Urban,50 - 55  MPH,Stop And Go Signal,Clear,No,35.037567,Daylight,Urban (>70% Developed),-79.006966
101969459,Straight - Grade,Local Street,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,Coastal,Rural,30 - 35  MPH,Stop Sign,Clear,No,35.721947,Daylight,Urban (>70% Developed),-77.89966
101970989,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,"Driveway, Public",Concrete,Piedmont,Urban,40 - 45  MPH,No Control Present,Clear,No,35.20265,Daylight,Urban (>70% Developed),-80.73419
101971084,Straight - Level,Local Street,Dry,"Two-Way, Divided, Unprotected Median",None,No Special Feature,Smooth Asphalt,Piedmont,Urban,30 - 35  MPH,No Control Present,Clear,No,35.48929,Daylight,Urban (>70% Developed),-80.60462
101971311,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,Coastal,Urban,30 - 35  MPH,Stop And Go Signal,Clear,No,35.076035,Daylight,Urban (>70% Developed),-78.8977
101971899,Straight - Level,NC Route,Dry,"Two-Way, Not Divided",None,No Special Feature,Coarse Asphalt,Coastal,Urban,40 - 45  MPH,No Control Present,Clear,No,35.648922,Daylight,Mixed (30% To 70% Developed),-77.39807
101971999,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,No Special Feature,Coarse Asphalt,Coastal,Urban,Unknown,No Control Present,Clear,No,35.065464,Daylight,Urban (>70% Developed),-79.01355
101972582,Straight - Level,State Secondary Route,Dry,"Two-Way, Not Divided",None,T-Intersection,Coarse Asphalt,Piedmont,Rural,40 - 45  MPH,"Double Yellow Line, No Passing Zone",Clear,No,36.035133,Daylight,Rural (<30% Developed),-80.47386
101972739,Straight - Level,Local Street,Dry,"Two-Way, Divided, Unprotected Median",None,Four-Way Intersection,Coarse Asphalt,Coastal,Urban,30 - 35  MPH,Stop And Go Signal,Clear,No,35.71948,Dawn,Urban (>70% Developed),-77.913704
101973839,Straight - Grade,Local Street,Wet,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,Piedmont,Urban,30 - 35  MPH,No Control Present,Cloudy,No,35.26145,Daylight,Urban (>70% Developed),-80.84692
101973934,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,Piedmont,Urban,30 - 35  MPH,No Control Present,Cloudy,No,35.22181,Daylight,Urban (>70% Developed),-80.85026
101975141,Straight - Level,US Route,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,Coastal,Rural,50 - 55  MPH,"Double Yellow Line, No Passing Zone",Clear,No,35.013,Dark - Roadway Not Lighted,Rural (<30% Developed),-77.217964
101977025,Straight - Grade,Local Street,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,Piedmont,Urban,40 - 45  MPH,No Control Present,Clear,No,36.171753,Daylight,Urban (>70% Developed),-80.304794
101977426,Straight - Grade,US Route,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,Piedmont,Rural,50 - 55  MPH,No Control Present,Clear,No,35.81324,Daylight,Mixed (30% To 70% Developed),-80.19303
101977718,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,Four-Way Intersection,Smooth Asphalt,Piedmont,Urban,30 - 35  MPH,Stop And Go Signal,Clear,No,35.902733,Dusk,Urban (>70% Developed),-78.95313
101978021,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,T-Intersection,Smooth Asphalt,Piedmont,Urban,20 - 25  MPH,Stop Sign,Clear,No,35.17768,Daylight,Urban (>70% Developed),-80.84549
101978304,Straight - Level,US Route,Wet,"Two-Way, Not Divided",None,Four-Way Intersection,Smooth Asphalt,Coastal,Rural,30 - 35  MPH,Stop And Go Signal,Cloudy,No,34.720776,Daylight,Urban (>70% Developed),-76.662926
101978323,Straight - Hillcrest,US Route,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,Mountains,Rural,40 - 45  MPH,"Double Yellow Line, No Passing Zone",Clear,No,35.695923,Daylight,Rural (<30% Developed),-81.98741
101978633,Curve - Grade,Local Street,Dry,"Two-Way, Divided, Unprotected Median",None,T-Intersection,Smooth Asphalt,Piedmont,Urban,30 - 35  MPH,Stop Sign,Clear,No,35.19942,Daylight,Urban (>70% Developed),-80.894005
101979889,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,Four-Way Intersection,Smooth Asphalt,Piedmont,Urban,30 - 35  MPH,Stop And Go Signal,Clear,No,35.29199,Daylight,Urban (>70% Developed),-80.796616
101979899,Straight - Level,Local Street,Dry,"Two-Way, Divided, Positive Median Barrier",None,No Special Feature,Smooth Asphalt,Piedmont,Urban,30 - 35  MPH,No Control Present,Clear,No,35.197334,Daylight,Urban (>70% Developed),-80.7925
101980111,Straight - Level,US Route,Dry,"Two-Way, Divided, Unprotected Median",None,No Special Feature,Smooth Asphalt,Piedmont,Urban,40 - 45  MPH,No Control Present,Clear,No,35.97225,Dark - Roadway Not Lighted,Urban (>70% Developed),-78.94338
101980268,Straight - Level,State Secondary Route,Dry,"Two-Way, Not Divided",None,No Special Feature,Coarse Asphalt,Coastal,Rural,30 - 35  MPH,"Double Yellow Line, No Passing Zone",Clear,No,34.8146,Daylight,Rural (<30% Developed),-78.960464
101980822,Straight - Bottom,Local Street,Dry,"Two-Way, Not Divided",None,T-Intersection,Coarse Asphalt,Piedmont,Urban,30 - 35  MPH,Stop Sign,Clear,No,35.35316,Daylight,Urban (>70% Developed),-80.19329
101981573,Straight - Level,NC Route,Dry,"Two-Way, Not Divided",None,T-Intersection,Coarse Asphalt,Coastal,Rural,50 - 55  MPH,Stop Sign,Clear,No,34.83176,Dark - Roadway Not Lighted,Rural (<30% Developed),-77.95218
101982316,Straight - Hillcrest,Local Street,Dry,"Two-Way, Not Divided",None,T-Intersection,Smooth Asphalt,Piedmont,Urban,20 - 25  MPH,Stop Sign,Clear,No,35.242477,Dark - Roadway Not Lighted,Urban (>70% Developed),-80.86091
101982797,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,Coastal,Urban,30 - 35  MPH,No Control Present,Clear,No,35.361355,Daylight,Urban (>70% Developed),-77.93335
101982901,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,No Special Feature,Coarse Asphalt,Piedmont,Urban,30 - 35  MPH,Stop And Go Signal,Clear,No,36.009754,Daylight,Urban (>70% Developed),-78.95458
101983126,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,T-Intersection,Smooth Asphalt,Piedmont,Urban,30 - 35  MPH,Stop Sign,Clear,No,35.829586,Daylight,Urban (>70% Developed),-80.246445
