CrashID,RdCharacte,RdClass,RdConditio,RdConfig,RdDefects,RdFeature,RdSurface,Region,RuralUrban,SpeedLimit,TraffCntrl,Weather,Workzone,Latitude,LightCond,Locality,Longitude
102044601,Straight - Level,Local Street,Wet,"Two-Way, Not Divided",None,No Special Feature,Coarse Asphalt,Piedmont,Urban,20 - 25  MPH,No Control Present,Cloudy,No,35.78178,Daylight,Urban (>70% Developed),-78.76757
102045118,Straight - Level,NC Route,Dry,"Two-Way, Divided, Unprotected Median",None,No Special Feature,Smooth Asphalt,Coastal,Rural,20 - 25  MPH,No Control Present,Clear,No,36.16543,Daylight,Urban (>70% Developed),-75.75305
102045122,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,No Special Feature,Coarse Asphalt,Piedmont,Rural,Unknown,No Control Present,Clear,No,34.924225,Daylight,Urban (>70% Developed),-80.74722
102045413,Curve - Level,State Secondary Route,Dry,"Two-Way, Not Divided",None,No Special Feature,Coarse Asphalt,Coastal,Rural,30 - 35  MPH,"Double Yellow Line, No Passing Zone",Clear,No,34.721848,Dark - Roadway Not Lighted,Mixed (30% To 70% Developed),-76.93759
102045509,Straight - Level,State Secondary Route,Dry,"Two-Way, Not Divided",None,Four-Way Intersection,Smooth Asphalt,Coastal,Rural,30 - 35  MPH,No Control Present,Clear,No,34.9962,Daylight,Urban (>70% Developed),-78.09294
102046032,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,Piedmont,Urban,30 - 35  MPH,Stop And Go Signal,Clear,No,35.99372,Daylight,Mixed (30% To 70% Developed),-78.87011
102046041,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,"Driveway, Public",Smooth Asphalt,Coastal,Urban,30 - 35  MPH,No Control Present,Clear,No,35.896935,Daylight,Urban (>70% Developed),-77.54278
102046105,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,"Driveway, Public",Grooved Concrete,Coastal,Rural,5 - 15 MPH,No Control Present,Clear,No,35.266884,Daylight,Rural (<30% Developed),-78.45271
102046196,Straight - Level,US Route,Dry,"Two-Way, Divided, Unprotected Median",None,No Special Feature,Smooth Asphalt,Coastal,Rural,50 - 55  MPH,No Control Present,Clear,No,34.08746,Daylight,Urban (>70% Developed),-77.89625
102046590,Straight - Level,Local Street,Dry,"Two-Way, Divided, Unprotected Median",None,No Special Feature,Smooth Asphalt,Piedmont,Urban,20 - 25  MPH,No Control Present,Clear,No,35.925312,Daylight,Urban (>70% Developed),-78.57058
102046742,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,Coastal,Urban,40 - 45  MPH,No Control Present,Clear,No,34.24383,Daylight,Urban (>70% Developed),-77.882996
102046786,Straight - Grade,NC Route,Dry,"Two-Way, Not Divided",None,T-Intersection,Coarse Asphalt,Piedmont,Rural,40 - 45  MPH,"Double Yellow Line, No Passing Zone",Clear,No,35.92175,Daylight,Mixed (30% To 70% Developed),-79.931404
102046983,Straight - Grade,Local Street,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,Coastal,Urban,20 - 25  MPH,Stop Sign,Clear,No,36.299107,Daylight,Urban (>70% Developed),-76.22545
102047053,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,Piedmont,Urban,40 - 45  MPH,Stop And Go Signal,Clear,No,35.873188,Daylight,Mixed (30% To 70% Developed),-78.69161
102047350,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,T-Intersection,Smooth Asphalt,Piedmont,Urban,5 - 15 MPH,No Control Present,Clear,No,35.786594,Daylight,Urban (>70% Developed),-78.781265
102047473,Curve - Hillcrest,Public Vehicular Area,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,Piedmont,Urban,30 - 35  MPH,No Control Present,Clear,No,35.98682,Daylight,Urban (>70% Developed),-78.89774
102047493,Straight - Level,US Route,Dry,"Two-Way, Divided, Unprotected Median",None,No Special Feature,Smooth Asphalt,Coastal,Urban,30 - 35  MPH,No Control Present,Clear,No,35.26905,Daylight,Urban (>70% Developed),-77.58668
102047832,Straight - Level,State Secondary Route,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,Piedmont,Urban,40 - 45  MPH,"Double Yellow Line, No Passing Zone",Clear,No,36.145,Daylight,Rural (<30% Developed),-80.41267
102047973,Straight - Level,Public Vehicular Area,Dry,"Two-Way, Not Divided",None,No Special Feature,Concrete,Coastal,Urban,Unknown,No Control Present,Clear,No,34.782463,Daylight,Urban (>70% Developed),-77.38596
102048139,Straight - Level,State Secondary Route,Dry,"Two-Way, Not Divided",None,No Special Feature,Coarse Asphalt,Coastal,Rural,30 - 35  MPH,No Control Present,Clear,No,35.32669,Daylight,Urban (>70% Developed),-77.93412
102048373,Straight - Grade,Local Street,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,Piedmont,Urban,30 - 35  MPH,No Control Present,Clear,No,36.082916,Daylight,Urban (>70% Developed),-79.431175
102048464,Curve - Grade,State Secondary Route,Dry,"Two-Way, Not Divided",None,"Driveway, Private",Smooth Asphalt,Mountains,Rural,20 - 25  MPH,"Double Yellow Line, No Passing Zone",Clear,No,35.038822,Daylight,Mixed (30% To 70% Developed),-83.755104
102048714,Straight - Level,Local Street,Wet,"Two-Way, Divided, Positive Median Barrier",None,No Special Feature,Coarse Asphalt,Piedmont,Urban,5 - 15 MPH,No Control Present,Rain,No,35.2047,Dawn,Urban (>70% Developed),-80.72006
102048729,Straight - Grade,Local Street,Dry,"Two-Way, Not Divided",None,T-Intersection,Smooth Asphalt,Mountains,Urban,30 - 35  MPH,Stop Sign,Clear,No,35.580025,Daylight,Urban (>70% Developed),-82.55979
102048868,Straight - Level,US Route,Dry,"Two-Way, Divided, Unprotected Median",None,Four-Way Intersection,Smooth Asphalt,Coastal,Urban,40 - 45  MPH,Stop And Go Signal,Clear,No,36.300236,Dark - Lighted Roadway,Urban (>70% Developed),-76.22381
102049170,Straight - Level,Local Street,Dry,"One-Way, Not Divided",None,No Special Feature,Smooth Asphalt,Piedmont,Urban,30 - 35  MPH,No Control Present,Clear,No,35.230537,Dark - Lighted Roadway,Urban (>70% Developed),-80.844795
102049519,Straight - Grade,Local Street,Dry,"Two-Way, Not Divided",None,T-Intersection,Coarse Asphalt,Piedmont,Urban,40 - 45  MPH,Stop Sign,Clear,No,35.479645,Daylight,Rural (<30% Developed),-79.20367
102049566,Straight - Grade,State Secondary Route,Dry,"Two-Way, Not Divided",None,"Driveway, Private",Smooth Asphalt,Coastal,Rural,30 - 35  MPH,No Control Present,Clear,No,34.277496,Dark - Roadway Not Lighted,Urban (>70% Developed),-77.83893
102049938,Straight - Hillcrest,Local Street,Dry,"Two-Way, Not Divided",None,No Special Feature,Coarse Asphalt,Piedmont,Urban,20 - 25  MPH,Stop Sign,Clear,No,35.958134,Daylight,Mixed (30% To 70% Developed),-79.99489
102050200,Straight - Level,State Secondary Route,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,Coastal,Rural,40 - 45  MPH,"Double Yellow Line, No Passing Zone",Clear,No,36.306812,Daylight,Rural (<30% Developed),-76.241585
102050525,Straight - Level,State Secondary Route,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,Mountains,Rural,40 - 45  MPH,"Double Yellow Line, No Passing Zone",Clear,No,35.83085,Dark - Roadway Not Lighted,Mixed (30% To 70% Developed),-81.554695
102050541,Straight - Level,NC Route,Dry,"Two-Way, Not Divided",None,"Driveway, Public",Smooth Asphalt,Coastal,Rural,40 - 45  MPH,No Control Present,Clear,No,34.663315,Dark - Lighted Roadway,Urban (>70% Developed),-77.04197
102050558,Straight - Level,US Route,Dry,"Two-Way, Divided, Positive Median Barrier",None,Bridge Approach,Smooth Asphalt,Coastal,Urban,50 - 55  MPH,No Control Present,Clear,No,35.10043,Daylight,Urban (>70% Developed),-77.056885
102050821,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,Related To Intersection,Smooth Asphalt,Mountains,Urban,Unknown,Stop And Go Signal,Clear,No,35.59406,Daylight,Urban (>70% Developed),-82.55698
102051764,Straight - Level,Public Vehicular Area,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,Piedmont,Urban,20 - 25  MPH,Stop Sign,Clear,No,35.228233,Daylight,Urban (>70% Developed),-80.80513
102051804,Straight - Level,Public Vehicular Area,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,Piedmont,Urban,20 - 25  MPH,No Control Present,Clear,No,35.192406,Dark - Roadway Not Lighted,Urban (>70% Developed),-80.84484
102052714,Straight - Grade,Local Street,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,Piedmont,Urban,30 - 35  MPH,No Control Present,Clear,No,35.927017,Daylight,Urban (>70% Developed),-78.82637
102053029,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,"Driveway, Public",Smooth Asphalt,Coastal,Urban,30 - 35  MPH,Stop And Go Signal,Clear,No,34.23159,Daylight,Urban (>70% Developed),-77.87963
102053392,Curve - Grade,Local Street,Dry,"Two-Way, Not Divided",None,"Driveway, Public",Coarse Asphalt,Piedmont,Urban,5 - 15 MPH,No Control Present,Clear,No,35.882755,Dusk,Urban (>70% Developed),-78.56039
102053551,Straight - Level,Local Street,Dry,"Two-Way, Divided, Unprotected Median",None,No Special Feature,Smooth Asphalt,Coastal,Rural,30 - 35  MPH,No Control Present,Clear,No,34.704025,Dark - Lighted Roadway,Urban (>70% Developed),-76.737946
102053690,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,Coastal,Urban,Unknown,Stop Sign,Clear,No,34.238834,Daylight,Urban (>70% Developed),-77.93573
102053856,Straight - Level,Local Street,Wet,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,Piedmont,Urban,30 - 35  MPH,Stop And Go Signal,Rain,No,35.99027,Dark - Lighted Roadway,Urban (>70% Developed),-78.857925
102053977,Straight - Level,US Route,Dry,"Two-Way, Not Divided",None,No Special Feature,Coarse Asphalt,Coastal,Urban,20 - 25  MPH,Stop And Go Signal,Clear,No,35.5119,Daylight,Urban (>70% Developed),-78.3478
102054187,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,Piedmont,Urban,20 - 25  MPH,Stop Sign,Clear,No,35.91605,Dark - Roadway Not Lighted,Urban (>70% Developed),-79.048004
102054392,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,"Five-Point, Or More",Smooth Asphalt,Mountains,Urban,30 - 35  MPH,Stop And Go Signal,Clear,No,35.603363,Dusk,Urban (>70% Developed),-82.55748
102054528,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,No Special Feature,Concrete,Piedmont,Urban,Unknown,No Control Present,Clear,No,35.25503,Daylight,Mixed (30% To 70% Developed),-80.89756
102054613,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,"Driveway, Private",Smooth Asphalt,Piedmont,Urban,20 - 25  MPH,No Control Present,Clear,No,35.295414,Daylight,Urban (>70% Developed),-80.694275
102054746,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,Piedmont,Urban,30 - 35  MPH,No Control Present,Clear,No,35.25054,Daylight,Urban (>70% Developed),-80.82937
102054788,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,Four-Way Intersection,Coarse Asphalt,Piedmont,Urban,30 - 35  MPH,Stop Sign,Clear,No,36.075718,Daylight,Urban (>70% Developed),-79.42544
102054929,Straight - Level,State Secondary Route,Dry,"Two-Way, Not Divided",None,T-Intersection,Smooth Asphalt,Piedmont,Urban,40 - 45  MPH,Stop Sign,Clear,No,36.112484,Daylight,Mixed (30% To 70% Developed),-80.403244
102055080,Straight - Level,Local Street,Dry,"Two-Way, Divided, Positive Median Barrier",None,"Driveway, Public",Smooth Asphalt,Piedmont,Urban,30 - 35  MPH,Stop Sign,Clear,No,35.24888,Daylight,Urban (>70% Developed),-80.78098
102055171,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,No Special Feature,Coarse Asphalt,Coastal,Urban,20 - 25  MPH,Stop Sign,Cloudy,No,35.087185,Daylight,Mixed (30% To 70% Developed),-78.98632
102056484,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,T-Intersection,Coarse Asphalt,Piedmont,Urban,30 - 35  MPH,Stop Sign,Clear,No,36.005993,Daylight,Urban (>70% Developed),-79.97991
102057421,Straight - Level,Local Street,Dry,"Two-Way, Divided, Unprotected Median",None,No Special Feature,Smooth Asphalt,Piedmont,Urban,30 - 35  MPH,Stop Sign,Clear,No,35.183517,Daylight,Urban (>70% Developed),-80.83978
102057884,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,Piedmont,Urban,5 - 15 MPH,No Control Present,Clear,No,35.987988,Daylight,Urban (>70% Developed),-78.826965
102057953,Straight - Level,State Secondary Route,Dry,"Two-Way, Not Divided",None,T-Intersection,Smooth Asphalt,Piedmont,Rural,30 - 35  MPH,Stop Sign,Clear,No,36.15143,Daylight,Mixed (30% To 70% Developed),-79.932045
102058402,Straight - Level,State Secondary Route,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,Coastal,Rural,50 - 55  MPH,No Control Present,Clear,No,34.848648,Daylight,Rural (<30% Developed),-79.52091
102058658,Straight - Level,Local Street,Dry,"Two-Way, Divided, Unprotected Median",None,No Special Feature,Coarse Asphalt,Coastal,Urban,40 - 45  MPH,No Control Present,Clear,No,35.029808,Dark - Lighted Roadway,Urban (>70% Developed),-78.933716
102058993,Straight - Level,Public Vehicular Area,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,Piedmont,Urban,5 - 15 MPH,Stop Sign,Clear,No,35.800056,Daylight,Urban (>70% Developed),-78.56247
102059080,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,Four-Way Intersection,Smooth Asphalt,Piedmont,Urban,20 - 25  MPH,Stop Sign,Clear,No,35.737984,Daylight,Urban (>70% Developed),-81.35198
102059249,Straight - Level,Local Street,Dry,"Two-Way, Divided, Positive Median Barrier",None,No Special Feature,Concrete,Coastal,Urban,5 - 15 MPH,Stop Sign,Clear,No,35.059887,Daylight,Urban (>70% Developed),-79.01058
102059299,Curve - Level,Local Street,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,Piedmont,Urban,Unknown,No Control Present,Clear,No,35.242146,Dusk,Urban (>70% Developed),-80.88327
102059570,Straight - Level,Local Street,Dry,"Two-Way, Divided, Unprotected Median",None,Four-Way Intersection,Smooth Asphalt,Coastal,Urban,30 - 35  MPH,Stop And Go Signal,Clear,No,34.202225,Daylight,Urban (>70% Developed),-77.92314
102059631,Straight - Grade,State Secondary Route,Dry,"Two-Way, Not Divided",None,T-Intersection,Smooth Asphalt,Mountains,Rural,50 - 55  MPH,Stop Sign,Clear,No,36.45296,Daylight,Mixed (30% To 70% Developed),-80.54122
102060089,Straight - Level,NC Route,Dry,"Two-Way, Not Divided",None,Related To Intersection,Coarse Asphalt,Coastal,Rural,40 - 45  MPH,Stop And Go Signal,Clear,No,35.22448,Daylight,Mixed (30% To 70% Developed),-78.93824
102060195,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,Piedmont,Urban,30 - 35  MPH,No Control Present,Clear,No,34.922966,Dark - Lighted Roadway,Urban (>70% Developed),-79.755196
102060336,Curve - Grade,Interstate,Dry,"Two-Way, Not Divided",None,On or Off Ramp,Smooth Asphalt,Mountains,Urban,30 - 35  MPH,Stop And Go Signal,Clear,No,35.59895,Dark - Lighted Roadway,Urban (>70% Developed),-82.553505
102061458,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,T-Intersection,Coarse Asphalt,Mountains,Urban,20 - 25  MPH,"Double Yellow Line, No Passing Zone",Clear,No,35.584328,Daylight,Urban (>70% Developed),-82.56653
102061583,Straight - Level,NC Route,Dry,"Two-Way, Divided, Positive Median Barrier",None,No Special Feature,Smooth Asphalt,Piedmont,Urban,5 - 15 MPH,Stop Sign,Clear,No,35.12533,Daylight,Urban (>70% Developed),-80.9435
102061597,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,Piedmont,Urban,30 - 35  MPH,Stop Sign,Cloudy,No,35.196415,Daylight,Urban (>70% Developed),-80.83864
102061633,Straight - Level,Public Vehicular Area,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,Piedmont,Urban,5 - 15 MPH,No Control Present,Clear,No,35.20945,Daylight,Urban (>70% Developed),-80.74475
102061749,Straight - Grade,Local Street,Wet,"Two-Way, Not Divided",None,T-Intersection,Smooth Asphalt,Piedmont,Urban,30 - 35  MPH,Stop Sign,Rain,No,35.164536,Dark - Lighted Roadway,Mixed (30% To 70% Developed),-80.691505
102061992,Straight - Level,Public Vehicular Area,Dry,"Two-Way, Not Divided",None,"Driveway, Public",Grooved Concrete,Piedmont,Urban,5 - 15 MPH,No Control Present,Cloudy,No,35.797234,Dark - Unknown Lighting,Urban (>70% Developed),-78.57758
102062113,Straight - Grade,US Route,Dry,"Two-Way, Not Divided",None,Related To Intersection,Smooth Asphalt,Mountains,Urban,30 - 35  MPH,Stop And Go Signal,Clear,No,35.58842,Daylight,Urban (>70% Developed),-82.55179
102062226,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,Coastal,Urban,20 - 25  MPH,No Control Present,Clear,No,35.93954,Daylight,Urban (>70% Developed),-77.80198
102062441,Curve - Grade,State Secondary Route,Dry,"Two-Way, Not Divided",None,"Driveway, Private",Smooth Asphalt,Mountains,Rural,50 - 55  MPH,"Double Yellow Line, No Passing Zone",Clear,No,35.511692,Dusk,Rural (<30% Developed),-82.281456
102062590,Straight - Level,Local Street,Dry,"Two-Way, Divided, Positive Median Barrier",None,"Driveway, Public",Smooth Asphalt,Piedmont,Urban,40 - 45  MPH,No Control Present,Cloudy,No,35.340282,Daylight,Urban (>70% Developed),-80.766045
102062824,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,T-Intersection,Smooth Asphalt,Piedmont,Urban,20 - 25  MPH,Stop Sign,Clear,No,35.139812,Daylight,Urban (>70% Developed),-80.84296
102063003,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,Piedmont,Urban,30 - 35  MPH,Stop Sign,Clear,No,36.120785,Daylight,Urban (>70% Developed),-80.226974
102063359,Straight - Grade,Local Street,Dry,"Two-Way, Not Divided",None,Four-Way Intersection,Smooth Asphalt,Piedmont,Urban,30 - 35  MPH,Stop Sign,Clear,No,35.95269,Daylight,Urban (>70% Developed),-79.98966
102063547,Straight - Hillcrest,Local Street,Dry,"Two-Way, Not Divided",None,Four-Way Intersection,Smooth Asphalt,Piedmont,Urban,30 - 35  MPH,Stop And Go Signal,Clear,No,35.672695,Daylight,Urban (>70% Developed),-80.46983
102063710,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,Coastal,Urban,40 - 45  MPH,Stop Sign,Clear,No,34.785446,Daylight,Urban (>70% Developed),-77.42511
102063943,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,Four-Way Intersection,Coarse Asphalt,Piedmont,Urban,30 - 35  MPH,Stop Sign,Clear,No,35.170544,Daylight,Urban (>70% Developed),-79.39698
102064002,Curve - Hillcrest,State Secondary Route,Dry,"Two-Way, Not Divided",None,T-Intersection,Coarse Asphalt,Piedmont,Urban,20 - 25  MPH,No Control Present,Clear,No,35.76429,Daylight,Urban (>70% Developed),-78.76794
102064039,Straight - Level,Public Vehicular Area,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,Piedmont,Urban,5 - 15 MPH,No Control Present,Clear,No,35.198784,Daylight,Urban (>70% Developed),-80.74199
102064094,Straight - Level,Local Street,Unknown,"Two-Way, Divided, Unprotected Median",Unknown,No Special Feature,Smooth Asphalt,Piedmont,Urban,30 - 35  MPH,Stop Sign,Clear,No,36.08698,Daylight,Mixed (30% To 70% Developed),-79.512054
102064121,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,Four-Way Intersection,Smooth Asphalt,Piedmont,Urban,30 - 35  MPH,Stop And Go Signal,Clear,No,35.832523,Daylight,Urban (>70% Developed),-78.56008
102064422,Straight - Grade,NC Route,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,Piedmont,Rural,50 - 55  MPH,No Control Present,Clear,No,36.41708,Dark - Roadway Not Lighted,Rural (<30% Developed),-79.68694
102064618,Straight - Grade,Local Street,Dry,"Two-Way, Not Divided",None,Four-Way Intersection,Smooth Asphalt,Piedmont,Urban,30 - 35  MPH,Stop Sign,Clear,No,35.996624,Dusk,Urban (>70% Developed),-78.921196
102064698,Straight - Level,State Secondary Route,Dry,"Two-Way, Not Divided",None,"Driveway, Private",Coarse Asphalt,Coastal,Rural,50 - 55  MPH,"Double Yellow Line, No Passing Zone",Clear,No,36.015537,Daylight,Rural (<30% Developed),-77.138664
102064837,Straight - Level,State Secondary Route,Dry,"Two-Way, Not Divided",None,"Driveway, Private",Smooth Asphalt,Piedmont,Urban,30 - 35  MPH,No Control Present,Clear,No,36.02645,Daylight,Mixed (30% To 70% Developed),-80.38132
102065182,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,Piedmont,Urban,Unknown,No Control Present,Clear,No,36.08717,Daylight,Urban (>70% Developed),-79.75323
102065429,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",Work Zone,T-Intersection,Coarse Asphalt,Piedmont,Urban,40 - 45  MPH,No Control Present,Clear,Yes,35.284187,Dark - Lighted Roadway,Mixed (30% To 70% Developed),-80.83558
102065441,Straight - Level,NC Route,Wet,"Two-Way, Not Divided",None,No Special Feature,Coarse Asphalt,Mountains,Rural,40 - 45  MPH,No Control Present,Cloudy,No,35.454765,Dark - Roadway Not Lighted,Mixed (30% To 70% Developed),-82.52196
102065607,Straight - Level,Public Vehicular Area,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,Coastal,Urban,30 - 35  MPH,No Control Present,Clear,No,35.96307,Daylight,Urban (>70% Developed),-77.8497
102065615,Straight - Level,Local Street,Dry,"Two-Way, Divided, Unprotected Median",None,No Special Feature,Smooth Asphalt,Piedmont,Urban,30 - 35  MPH,No Control Present,Clear,No,35.20065,Daylight,Urban (>70% Developed),-80.843025
102065876,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,Four-Way Intersection,Coarse Asphalt,Coastal,Urban,30 - 35  MPH,Stop Sign,Cloudy,No,35.301502,Daylight,Urban (>70% Developed),-78.60502
102066127,Straight - Level,US Route,Dry,"Two-Way, Not Divided",None,"Driveway, Public",Grooved Concrete,Piedmont,Rural,50 - 55  MPH,No Control Present,Clear,No,35.730625,Daylight,Urban (>70% Developed),-80.69578
102066235,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,Piedmont,Urban,30 - 35  MPH,No Control Present,Clear,No,35.277252,Daylight,Urban (>70% Developed),-80.778206
102066494,Curve - Level,State Secondary Route,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,Piedmont,Rural,50 - 55  MPH,"Double Yellow Line, No Passing Zone",Clear,No,35.21646,Daylight,Rural (<30% Developed),-80.02519
102066664,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,Four-Way Intersection,Smooth Asphalt,Coastal,Urban,30 - 35  MPH,Stop And Go Signal,Clear,No,35.72504,Daylight,Mixed (30% To 70% Developed),-77.91017
102067042,Straight - Level,NC Route,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,Coastal,Rural,30 - 35  MPH,No Control Present,Clear,No,34.701176,Daylight,Urban (>70% Developed),-76.742256
102067250,Straight - Level,Local Street,Wet,"Two-Way, Divided, Positive Median Barrier",None,Four-Way Intersection,Smooth Asphalt,Piedmont,Urban,30 - 35  MPH,Stop And Go Signal,Rain,No,35.189297,Daylight,Urban (>70% Developed),-80.8304
102067455,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,No Special Feature,Coarse Asphalt,Piedmont,Urban,40 - 45  MPH,"Double Yellow Line, No Passing Zone",Cloudy,No,35.374477,Dark - Roadway Not Lighted,Mixed (30% To 70% Developed),-80.80304
102067967,Straight - Hillcrest,Local Street,Dry,"One-Way, Not Divided",None,On or Off Ramp,Smooth Asphalt,Piedmont,Urban,40 - 45  MPH,Stop And Go Signal,Clear,No,35.75647,Daylight,Urban (>70% Developed),-78.61254
102068477,Straight - Level,NC Route,"Sand, Mud, Dirt, Gravel","Two-Way, Not Divided",None,"Driveway, Public",Gravel,Coastal,Rural,5 - 15 MPH,"Double Yellow Line, No Passing Zone",Clear,No,35.10717,Daylight,Urban (>70% Developed),-75.97264
102068666,Straight - Grade,Local Street,Dry,"Two-Way, Not Divided",None,Four-Way Intersection,Smooth Asphalt,Piedmont,Urban,40 - 45  MPH,Stop Sign,Clear,No,36.082405,Daylight,Mixed (30% To 70% Developed),-78.891525
102069119,Straight - Grade,Local Street,Dry,"Two-Way, Divided, Unprotected Median",None,Four-Way Intersection,Smooth Asphalt,Coastal,Urban,30 - 35  MPH,Stop And Go Signal,Clear,No,35.955982,Daylight,Urban (>70% Developed),-77.82265
102069501,Straight - Level,State Secondary Route,Dry,"Two-Way, Not Divided",None,Four-Way Intersection,Smooth Asphalt,Piedmont,Rural,40 - 45  MPH,Stop And Go Signal,Clear,No,35.88315,Daylight,Mixed (30% To 70% Developed),-78.51006
102070207,Straight - Grade,State Secondary Route,Dry,"Two-Way, Not Divided",None,Shared-Use Paths Or Trails,Smooth Asphalt,Piedmont,Rural,40 - 45  MPH,"Double Yellow Line, No Passing Zone",Clear,No,36.012764,Daylight,Rural (<30% Developed),-79.94786
102070543,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,Alley Intersection,Concrete,Coastal,Urban,20 - 25  MPH,No Control Present,Clear,No,36.46802,Daylight,Urban (>70% Developed),-77.65189
102070604,Straight - Grade,Public Vehicular Area,Dry,"Two-Way, Not Divided",None,"Driveway, Public",Smooth Asphalt,Mountains,Rural,5 - 15 MPH,No Control Present,Clear,No,35.71872,Daylight,Urban (>70% Developed),-82.60283
102070939,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,T-Intersection,Coarse Asphalt,Coastal,Urban,Unknown,Stop Sign,Clear,No,35.07221,Daylight,Urban (>70% Developed),-78.8836
102070943,Straight - Level,NC Route,Dry,"Two-Way, Divided, Unprotected Median",None,T-Intersection,Smooth Asphalt,Piedmont,Urban,40 - 45  MPH,Stop And Go Signal,Clear,No,35.09571,Daylight,Urban (>70% Developed),-80.788635
102071001,Straight - Level,Local Street,Wet,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,Piedmont,Rural,20 - 25  MPH,No Control Present,Rain,No,36.294113,Dark - Roadway Not Lighted,Mixed (30% To 70% Developed),-78.54672
102071278,Straight - Level,Local Street,Dry,"Two-Way, Divided, Unprotected Median",None,Four-Way Intersection,Coarse Asphalt,Piedmont,Urban,30 - 35  MPH,Stop And Go Signal,Cloudy,No,35.777668,Dark - Lighted Roadway,Urban (>70% Developed),-78.614136
102071375,Straight - Grade,State Secondary Route,Dry,"Two-Way, Not Divided",None,"Driveway, Private",Smooth Asphalt,Mountains,Rural,40 - 45  MPH,"Double Yellow Line, No Passing Zone",Clear,No,35.6758,Daylight,Mixed (30% To 70% Developed),-81.79727
